partition,pca_1,pca_2,kmeans_segment,gmm_segment
train,0.08185206631598162,0.4389670850523959,4,6
train,-1.2702917763927526,0.030477150921560767,1,2
train,-0.18585612355973954,1.1548587252353804,4,5
train,1.1127388453867655,-0.5587411148416888,0,1
train,-1.488390861847316,0.4201363816026328,1,2
train,1.3221842459395192,-1.9076235638639334,2,6
train,0.6097047719662864,-0.193139744831146,3,6
train,0.4464215064034217,-1.3224682046865441,2,6
train,-0.8465099720561202,-0.22469275777071174,1,6
train,0.23514854194776147,0.8528977567137057,4,7
train,-0.26282464390446025,-0.27011582525130023,3,6
train,-1.4565565809167214,-0.06656823195934293,1,2
train,-1.8962192167082645,0.25284422507853554,1,2
train,-0.8693470533283071,0.7431301923244807,4,5
train,-1.4210843073580832,0.5513817592784359,1,2
train,0.022263842270738524,-0.6593453380782996,3,0
train,-1.3449735425827753,0.3486874281496155,1,2
train,0.25590526347742837,-0.4880704126100592,3,6
train,1.167157000759412,-0.24706530692555503,3,0
train,-0.0066223204878707,1.078005494208896,4,3
train,-1.9866193641544947,0.5503645525501079,1,2
train,1.9768499868241676,-0.8972445941273941,3,0
train,0.6310011594117402,-0.16612363508338684,3,1
train,0.6122406219677647,-0.8579454031234989,3,0
train,-0.24641223421110017,0.04780507302962272,3,6
train,0.2707251187309166,-0.3446922219782175,3,6
train,0.7072235491435966,-0.27976025613358424,3,6
train,-0.7330290103084528,-0.18969000137380046,1,6
train,0.4182076166401513,-0.8592076595647042,0,1
train,-2.049449437683713,0.27677693647905105,1,2
train,0.35050760883690524,-0.5376419908085301,3,6
train,0.5609585290956488,-0.25330828562495095,3,6
train,-0.21137401762195104,0.08744123884489892,4,6
train,0.7690606673462939,-0.6787835550149766,3,1
train,0.7881618213828729,-0.9012212623611975,3,0
train,0.1875599242750355,-0.2345866125813888,3,6
train,0.8722560913472012,-0.8706846271842205,3,1
train,0.6509082679660465,-0.38331957947723616,3,6
train,0.676886378748704,0.21090862329113327,4,0
train,-0.16230080184671317,0.8352814812383231,4,7
train,-2.371334992824506,0.5395368058268003,1,2
train,3.412401140221377,-0.4805007996709312,3,4
train,-0.46756182939647173,0.07212971372247891,1,6
train,1.1407827947673324,-0.6814320923704177,3,0
train,0.12067728642538483,2.1419101866906924,4,5
train,-0.28336662278678826,-0.40742755007864856,3,6
train,0.09089895504846114,0.5321501496680029,4,6
train,2.3516861543800576,0.7405064312154527,0,4
train,0.03234037807083003,-0.7138727976187704,3,0
train,-0.18432920008234988,-0.5046144163198072,3,2
train,1.0042823880663014,-0.27973875622633926,3,0
train,0.16163796979916167,0.17105959205643956,4,6
train,0.8036230705461105,-0.17552722377373586,3,6
train,0.3913975233415973,-0.8521568739681469,3,0
train,-0.5508558492614615,-0.19110316467568875,1,7
train,0.5440858249433675,-0.3470979809878092,3,6
train,1.5028744844832311,-0.07967489902838644,0,0
